Business Defined SIC Industry 4 Cd,Business Defined SIC Industry 4 Descr,Business Defined SIC Industry Segment Cd,Business Defined SIC Industry Segment Descr,Business Defined SIC Industry Sub-Segment Level 1 Cd,Business Defined SIC Industry Sub-Segment Level 1 Descr,Business Defined SIC Industry Sub-Segment Level 2 Cd,Business Defined SIC Industry Sub-Segment Level 2 Descr,Business Defined SIC Industry Leg of Supply Chain Cd,Business Defined SIC Industry Leg of Supply Chain Descr
3541,"Machine Tools, Metal Cutting Type",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3542,"Machine Tools, Metal Forming Type",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3543,Industrial Patterns,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3544,"Special dies, tools, jigs, and fixtures",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3545,Machine Tool Accessories,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3546,Power-driven Handtools,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3547,Rolling Mill Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3548,Welding Apparatus,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3549,"Metalworking Machinery, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3552,Textile Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3553,Woodworking Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3554,Paper Industries Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3555,Printing Trades Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3556,Food Products Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3559,"Special Industry Machinery, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3561,Pumps and Pumping Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3562,Ball and Roller Bearings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3563,Air and Gas Compressors,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3564,Blowers and Fans,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3565,Packaging Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3566,"Speed Changers, Drives, and Gears",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3567,Industrial Furnaces and Ovens,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3568,"Power Transmission Equipment, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3569,"General Industrial Machinery,",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3571,Electronic Computers,3000,High Tech,300011,Computers and Peripherals,3000118A,Computers and Peripherals,01,Manufacturing
3572,Computer Storage Devices,3000,High Tech,300011,Computers and Peripherals,3000118A,Computers and Peripherals,01,Manufacturing
3575,Computer Terminals,3000,High Tech,300011,Computers and Peripherals,3000118A,Computers and Peripherals,01,Manufacturing
3577,"Computer Peripheral Equipment, Nec",3000,High Tech,300011,Computers and Peripherals,3000118A,Computers and Peripherals,01,Manufacturing
3578,Calculating and accounting equipment,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3579,"Office Machines, Nec",3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3581,Automatic Vending Machines,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3582,Commercial Laundry Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3585,Refrigeration and Heating Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3586,Measuring and Dispensing Pumps,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3589,"Service Industry Machinery, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3592,"Carburetors, Pistons, Rings, Valves",2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3593,Fluid Power Cylinders and Actuators,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3594,Fluid Power Pumps and Motors,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3596,"Scales and balances, except laboratory",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3599,"Industrial Machinery, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3612,"Transformers, Except Electric",4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3613,Switchgear and switchboard apparatus,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3621,Motors and Generators,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3624,Carbon and Graphite Products,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3625,Relays and Industrial Controls,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3629,Electrical Industrial Apparatus,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3631,Household Cooking Equipment,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001406,Appliances,01,Manufacturing
3632,Household refrigerators and freezers,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001406,Appliances,01,Manufacturing
3633,Household Laundry Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3634,Electric Housewares and Fans,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3635,Household Vacuum Cleaners,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001406,Appliances,01,Manufacturing
3639,"Household Appliances, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001406,Appliances,01,Manufacturing
3641,Electric Lamps,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3643,Current-carrying Wiring Devices,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3644,Noncurrent-carrying Wiring Devices,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3645,Residential Lighting Fixtures,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3646,Commercial Lighting Fixtures,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3647,Vehicular Lighting Equipment,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3648,"Lighting Equipment, Nec",4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3651,Household Audio and Video Equipment,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3652,Prerecorded Records and Tapes,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3661,Telephone and Telegraph Apparatus,3000,High Tech,300070,Telecommunications and Broadcasting,30007057,Telecom and Broadcasting Manufacturing,01,Manufacturing
3663,Radio and t.v. communications equipment,3000,High Tech,300070,Telecommunications and Broadcasting,30007057,Telecom and Broadcasting Manufacturing,01,Manufacturing
3669,"Communications Equipment, Nec",3000,High Tech,300070,Telecommunications and Broadcasting,30007057,Telecom and Broadcasting Manufacturing,01,Manufacturing
3671,Electron Tubes,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3672,Printed Circuit Boards,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3674,Semiconductors and Related Devices,3000,High Tech,300066,Semiconductors and Components,30006655,Semiconductors,01,Manufacturing
3675,Electronic Capacitors,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3676,Electronic Resistors,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3677,Electronic Coils and Transformers,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3678,Electronic Connectors,3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3679,"Electronic Components, Nec",3000,High Tech,300066,Semiconductors and Components,30006614,Components,01,Manufacturing
3691,Storage Batteries,4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3692,"Primary Batteries, Dry and Wet",4000,Industrial Products,400036,Industrial Components,4000363C,Industrial Components,01,Manufacturing
3694,Engine Electrical Equipment,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3695,Magnetic and optical recording media,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3699,"Electrical equipment and supplies, nec",3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3711,Motor Vehicles and Car Bodies,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3713,Truck and Bus Bodies,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3714,Motor Vehicle Parts and Accessories,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3715,Truck Trailers,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3716,Motor Homes,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3721,Aircraft,2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3724,Aircraft Engines and Engine Parts,2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3728,"Aircraft Parts and Equipment, Nec",2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3731,Shipbuilding and Repairing,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3732,Boatbuilding and Repairing,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3743,Railroad Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3751,"Motorcycles, Bicycles, and Parts",2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3761,Guided Missiles and Space Vehicles,2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3764,Space Propulsion Units and Parts,2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3769,"Space Vehicle Equipment, Nec",2000,Diversified Vehicles & Parts,200003,Aerospace Industry,2000031A,Aerospace Industry,01,Manufacturing
3792,Travel Trailers and Campers,2000,Diversified Vehicles & Parts,200026,Finished Vehicle Manufacturers,2000268B,Finished Vehicle Manufacturers,01,Manufacturing
3795,Tanks and Tank Components,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3799,"Transportation Equipment, Nec",2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3812,Search and Navigation Equipment,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3821,Laboratory Apparatus and Furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
3822,Environmental Controls,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3823,Process Control Instruments,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3824,Fluid Meters and Counting Devices,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3825,Instruments To Measure Electricity,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3826,Analytical Instruments,8000,Healthcare,800023,Medical Device & Supplies,80002302,In-Vitro Diagnostics (IVD),01,Manufacturing
3827,Optical Instruments and Lenses,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3829,"Measuring and controlling devices, nec",3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3841,Surgical and Medical Instruments,8000,Healthcare,800023,Medical Device & Supplies,80002301,Medical Device & Supplies General,01,Manufacturing
3842,Surgical Appliances and Supplies,8000,Healthcare,800023,Medical Device & Supplies,80002303,Implantable Medical Device,01,Manufacturing
3843,Dental Equipment and Supplies,8000,Healthcare,800022,Labs & Clinical Trials,80002201,Labs Dental,01,Manufacturing
3844,X-ray Apparatus and Tubes,8000,Healthcare,800023,Medical Device & Supplies,80002301,Medical Device & Supplies General,01,Manufacturing
3845,Electromedical Equipment,8000,Healthcare,800023,Medical Device & Supplies,80002301,Medical Device & Supplies General,01,Manufacturing
3851,Ophthalmic Goods,8000,Healthcare,800025,Optical,80002501,Optical,01,Manufacturing
3861,Photographic Equipment and Supplies,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3873,"Watches, clocks, watchcases, and parts",3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,01,Manufacturing
3911,"Jewelry, Precious Metal",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3914,Silverware and Plated Ware,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3915,"Jewelers' materials and lapidary work",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3931,Musical Instruments,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3942,Dolls and Stuffed Toys,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3944,"Games, toys, and children's vehicles",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3949,"Sporting and athletic Goods, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3951,Pens and Mechanical Pencils,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3952,Lead Pencils and Art Goods,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3953,Marking Devices,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3955,Carbon Paper and Inked Ribbons,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3961,Costume Jewelry,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3965,"Fasteners, buttons, needles, and pins",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3991,Brooms and Brushes,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3993,Signs and Advertising Specialties,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3995,Burial Caskets,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
3996,"Hard Surface Floor Coverings, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3999,"Manufacturing Industries, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001456,Specialty Retail,01,Manufacturing
4001,Fulfillment Distribution (INDUSTRY SEGMENT),9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4011,"Railroads, Line-haul Operating",9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4013,Switching and Terminal Services,9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4111,Local and Suburban Transit,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4119,"Local Passenger Transportation, Nec",2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4121,Taxicabs,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4131,Intercity and rural bus transportation,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4141,Local Bus Charter Service,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4142,"Bus Charter Service, Except Local",2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4151,School Buses,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4173,Bus Terminal and Service Facilities,9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4212,"Local Trucking, Without Storage",9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4213,"Trucking, Except Local",9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4214,Local Trucking With Storage,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4215,"Courier Services, Except By Air",9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4221,Farm product warehousing and storage,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4222,Refrigerated warehousing and storage,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4225,General Warehousing and Storage,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4226,"Special warehousing and storage, nec",9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4231,Trucking Terminal Facilities,9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4311,U.S. Postal Service,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4412,Deep sea foreign transportation of freight,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4424,Deep sea domestic transportation of freight,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4432,Freight transportation on the great lakes,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4449,Water Transportation of Freight,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4481,"Deep sea passenger transportation, except ferry",2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4482,Ferries,2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4489,Water Passenger Transportation,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
4491,Marine Cargo Handling,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4492,Towing and Tugboat Service,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4493,Marinas,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
4499,"Water Transportation Services, Nec",9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4512,"Air Transportation, Scheduled",2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4513,Air Courier Services,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4522,"Air Transportation, Nonscheduled",2000,Diversified Vehicles & Parts,200073,Passenger Transportation,2000731A,Passenger Transportation,05,All Other
4581,"Airports, flying fields, and services",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
4612,Crude Petroleum Pipelines,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4613,Refined Petroleum Pipelines,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4619,"Pipelines, Nec",4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4724,Travel Agencies,6000,Professional Services,600024,Hospitality,6000240C,Tourism,03,Retailing
4725,Tour Operators,6000,Professional Services,600024,Hospitality,6000240C,Tourism,03,Retailing
4729,Passenger transportation arrangement,6000,Professional Services,600024,Hospitality,6000240C,Tourism,03,Retailing
4731,Freight Transportation Arrangement,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4741,Rental of Railroad Cars,9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4783,Packing and Crating,9900,Other,990001,Fulfillment,9900010A,Fulfillment,05,All Other
4785,Inspection and Fixed Facilities,9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4789,"Transportation Services, Nec",9900,Other,990001,Fulfillment,9900010A,Fulfillment,04,Post-Sales And Supporting Services
4812,Radiotelephone Communication,3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
4813,"Telephone communication, except radio",3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
4822,Telegraph and Other Communications,3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
4832,Radio Broadcasting Stations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
4833,Television Broadcasting Stations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
4841,Cable and other pay television services,3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
4899,"Communication Services, Nec",3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
4911,Electric Services,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4922,Natural Gas Transmission,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4923,Gas Transmission and Distribution,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4924,Natural Gas Distribution,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4925,Gas Production and/or Distribution,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4931,Electric and other services combined,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4932,Gas and Other Services Combined,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4939,"Combination Utilities, Nec",4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,05,All Other
4941,Water Supply,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
4952,Sewerage Systems,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
4953,Refuse Systems,9900,Other,990073,Utilities,9900730F,Utilities,05,All Other
4959,"Sanitary Services, Nec",9900,Other,990073,Utilities,9900730F,Utilities,03,Retailing
4961,Steam and Air-conditioning Supply,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
4971,Irrigation Systems,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
5001,Retail & Consumer Goods (INDUSTRY SEGMENT),5000,Apparel and Consumer Goods,500050,Misc. Retail,5000505D,Misc. Retail,05,All Other
5012,Automobiles and other motor vehicles,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,02,Wholesaling
5013,Motor vehicle supplies and new parts,2000,Diversified Vehicles & Parts,200020,Automotive Sales & Distribution,20002001,Automotive Sales & Distribution,02,Wholesaling
5014,Tires and Tubes,2000,Diversified Vehicles & Parts,200020,Automotive Sales & Distribution,20002001,Automotive Sales & Distribution,02,Wholesaling
5015,"Motor Vehicle Parts, Used",2000,Diversified Vehicles & Parts,200020,Automotive Sales & Distribution,20002001,Automotive Sales & Distribution,02,Wholesaling
5021,Furniture,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001526,Furniture,02,Wholesaling
5023,Homefurnishings,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001525,Furnishings,02,Wholesaling
5031,"Lumber, Plywood, and Millwork",4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5032,"Brick, Stone, and Related Material",4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5033,"Roofing, Siding, and Insulation",4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5039,"Construction Materials, Nec",4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5043,Photographic Equipment and Supplies,3000,High Tech,300030,High Tech Equipment and Devices,30003032,Manufacturing,02,Wholesaling
5044,Office Equipment,3000,High Tech,300030,High Tech Equipment and Devices,30003061,Wholesale,02,Wholesaling
5045,"Computers, peripherals, and software",3000,High Tech,300011,Computers and Peripherals,3000118A,Computers and Peripherals,02,Wholesaling
5046,"Commercial Equipment, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
5047,Medical and Hospital Equipment,8000,Healthcare,800023,Medical Device & Supplies,80002301,Medical Device & Supplies General,02,Wholesaling
5048,Ophthalmic Goods,8000,Healthcare,800025,Optical,80002501,Optical,02,Wholesaling
5049,"Professional Equipment, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
5051,Metals Service Centers and Offices,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,02,Wholesaling
5052,Coal and Other Minerals and Ores,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
